车型_品牌,车主报价预测
大众 捷达 2015款 1.4L 手动时尚型,4.005661
现代 瑞纳 2014款 1.6L 自动领先型GLX,5.1926055
大众 速腾 2015款 1.6L 自动舒适型,7.4799547
丰田 锐志 2010款 2.5V 风度菁英版,10.166592
福特 翼虎 2015款 1.5L GTDi 两驱风尚型,10.698836
大众 途观 2012款 2.0TSI 舒适版(进口),11.065104
吉利 帝豪GS 2018款 运动版 1.4T 自动领尚型,6.450141
斯柯达 晶锐 2008款 1.6L 自动晶享版,3.1864712
起亚K5 2016款 2.0L 自动GLS,10.48529
现代 索纳塔八 2011款 2.0L 自动领先版,6.3851867
福特 福克斯 2015款 两厢 1.6L 自动风尚型,7.3819118
大众 高尔夫 2016款 1.6L 自动时尚型,8.66944
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,9.608119
大众 朗逸 2013款 改款 1.4TSI DSG舒适版,6.644089
大众 迈腾 2019款 330TSI DSG 领先型 国V,17.667067
大众CC  1.8TSI 豪华型,8.577662
日产 骐达 2016款 1.6L CVT酷动版,8.049748
大众 迈腾 2020款 330TSI DSG 领先型,18.770548
哈弗H6 Coupe 2016款 蓝标 1.5T 自动两驱都市型,7.2737584
雪佛兰 科沃兹 2018款 320 自动欣享天窗版,6.2719393
福特 领界 2019款 EcoBoost 145 CVT精领型 国V,9.117964
现代 名图 2014款 1.8L 自动智能型GLS,8.339906
大众 迈腾 2015款 1.8TSI 领先型,10.804465
现代 名图 2017款 1.8L 自动智能型GLS 国V,10.375006
本田 雅阁 2011款 2.0L EX,6.492373
大众CC 2016款 1.8TSI 豪华型,15.369966
大众 宝来 2018款 1.5L 自动时尚型,8.219396
别克 凯越 2011款 1.6LE-AT,2.9648933
起亚KX5 2016款 1.6T 自动两驱DLX,9.810587
吉利GC7 2013款 1.5L 手动尊贵型,3.0190544
宝马X4 2014款 xDrive20i X设计套装(进口),30.597147
大众 途观 2013款 1.8TSI 自动两驱豪华型,9.61818
奔驰C级 2018款 C 200 L 运动版,26.346567
奔驰B级 2013款 B 260(进口),15.665922
别克 君威 2014款 2.0L 领先时尚型,8.320841
本田 艾力绅 2012款 2.4L VTi-S尊贵版,14.223382
大众 速腾 2012款 1.6L 自动舒适型,6.2306604
奥迪A6L 2017款 30 FSI 技术型,29.461103
吉利 远景 2016款 1.5L 手动幸福版,3.5845752
日产 奇骏 2014款 2.0L CVT智领版 2WD,9.665957
哈弗H1 2016款 改款 蓝标 1.5L AMT标准型,3.9879804
雪佛兰 科鲁泽 2020款 轻混 RS 330T 自动畅快版,10.049702
本田 飞度 2018款 1.5L CVT舒适天窗版,6.566439
奥迪Q3 2016款 30 TFSI 时尚型,14.372463
雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,5.260242
大众 2019款 宝来·传奇 1.5L 自动时尚型 国VI,8.619854
大众 宝来 2014款 1.4TSI 自动舒适型,6.934589
福特 探险者 2016款 2.3T 精英版(进口),26.579638
吉利 帝豪 2019款 领军版 1.5L 手动向上互联型 国VI,6.3536773
现代 维拉克斯 2012款 3.8L 豪华版(进口),14.275971
沃尔沃XC60新能源 2020款 T8 E驱混动 智远运动版,31.804943
大众 帕萨特 2011款 1.8TSI DSG御尊版,8.589735
大众CC 2012款 2.0TSI 至尊型,11.19489
雪佛兰 迈锐宝 2018款 530T 自动豪华版,10.673052
哈弗H9 2017款 2.0T 汽油四驱尊享型 5座,16.420698
现代 名图 2014款 1.8L 自动尊贵型DLX,6.6190987
大众 捷达 2015款 1.6L 自动时尚型,4.6030536
大众CC 2013款 2.0TSI 豪华型,13.057115
大众 高尔夫 2014款 1.4TSI 自动舒适型,7.417932
雪佛兰 迈锐宝 2014款 1.6T 自动舒适版,8.469102
别克 威朗 2016款 两厢 15S 自动领先型,8.975382
宝马X1 2018款 sDrive18Li 尊享型,18.713327
哈弗F7 2019款 1.5T 两驱i潮 国V,10.294205
奔驰GLA级 2017款 GLA 200 动感型,17.652308
马自达3星骋 2011款 三厢 1.6L 手动舒适型,5.049093
大众 捷达 2015款 质惠版 1.6L 自动时尚型,5.944633
大众 捷达 2015款 质惠版 1.6L 手动时尚型,4.9565973
大众 高尔夫 2016款 230TSI 自动舒适型,9.504826
传祺GS4 2017款 235T 自动两驱豪华智联版,9.367827
大众 捷达 2017款 1.5L 自动时尚型,6.200988
起亚 智跑 2018款 2.0L 自动智享豪华版 国V,11.20934
奥迪A6L 2014款 30 FSI 技术型,26.274002
福特 蒙迪欧 2017款 EcoBoost 180 时尚型,13.093548
大众 途观L 2018款 改款 330TSI 自动两驱旗舰版,18.393097
本田 锋范经典 2014款 风尚 1.5L 自动精英版,5.254738
马自达CX-4 2018款 2.0L 自动两驱蓝天品位升级版 国VI,12.647357
马自达3 2012款 1.6L 自动经典标准型,3.8743668
大众 迈腾 2012款 改款 2.0TSI 尊贵型,10.570453
哈弗H6 Coupe 2016款 蓝标 1.5T 自动两驱都市型,7.3679247
马自达 阿特兹 2017款 2.5L 蓝天尊崇版,14.457729
丰田 YARiS L 致享 2017款 1.5E CVT魅动版,6.516057
丰田 锐志 2013款 2.5V 菁锐版,12.633796
本田 奥德赛 2009款 2.4L 豪华版,9.867176
大众 宝来 2012款 1.6L 手动时尚型,3.1338441
日产 奇骏 2017款 2.0L CVT舒适版 2WD,13.380241
别克GL6 2018款 18T 6座尊贵型,10.737695
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,7.128939
奥迪Q3 2015款 35 TFSI quattro 豪华型,23.692808
大众 途观 2016款 280TSI 自动两驱丝绸之路风尚版,12.209612
大众 帕萨特 2016款 330TSI DSG尊荣版,13.420993
大众 途观 2015款 1.8TSI 自动四驱豪华型,12.774569
雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,5.4062304
日产 楼兰 2019款 2.5L XL 两驱智联豪华版 国VI,19.128944
吉利 帝豪 2017款 两厢RS百万款 1.5L CVT向上版,6.034557
大众 帕萨特 2017款 330TSI DSG尊荣版,13.950089
本田CR-V 2015款 2.4L 两驱豪华版,15.866566
大众 帕萨特 2014款 1.8TSI DSG御尊版,10.320275
大众POLO 2018款 1.5L 自动安享型,7.249625
大众CC 2009款 3.6FSI 顶配版(进口),11.673773
大众 迈腾 2019款 330TSI DSG 领先型 国V,16.601961
起亚KX5 2016款 1.6T 自动两驱DLX,10.964978
雪佛兰 科沃兹 2020款 325T 自动欣悦版 国VI,7.7664113
日产 天籁 2019款 2.0L XL 舒适版,15.261633
大众 速腾 2015款 1.6L 自动舒适型,8.115833
起亚K5 2012款 2.0L 自动DLX,7.1357484
宝马5系 2017款 520Li 典雅型,30.08677
起亚 狮跑 2013款 2.0L 自动两驱版GL,6.806722
起亚K3 2013款 1.6L 自动DLX,5.3279552
大众 捷达 2017款 1.5L 自动时尚型,6.200988
吉利 经典帝豪 2012款 三厢 1.8L 手动舒适型,2.0688152
丰田 凯美瑞 2013款 200E 经典精英版,8.124808
别克 君威 2015款 2.0L 精英时尚型,10.54538
大众 速腾 2018款 1.6L 自动舒适型,10.90492
日产 骐达 2016款 1.6L CVT智尊版,9.162336
起亚KX3 2017款 1.6L 自动傲雅15周年特别版,9.149011
大众 捷达 2017款 1.4L 手动时尚型,5.4726157
雪佛兰 迈锐宝 2018款 530T 自动豪华版,9.781759
本田 INSPIRE 2019款 260TURBO 精致版 国V,14.968843
奥迪A6L 2019款 45 TFSI 臻选动感型,39.30448
大众CC 2020款 330TSI 魅颜版 国VI,21.75944
大众 途观 2010款 1.8TSI 自动两驱风尚版,11.0041685
宝马1系 2017款 118i 运动型,18.247097
马自达CX-4 2018款 2.0L 自动两驱蓝天活力版 国V,11.584696
本田CR-V 2019款 耀目版plus 240TURBO CVT两驱风尚版,17.076979
现代 名图 2017款 1.8L 自动智能型GLS 国V,10.121975
大众 高尔夫 2018款 2.0TSI GTI,18.101507
奥迪A4L 2017款 40 TFSI 进取型,19.586157
大众 朗逸 2017款 1.6L 手动舒适版,7.3531284
奔驰E级 2015款 改款 E 200 L,24.058676
本田 雅阁 2015款 2.0L LX 舒适版,11.747506
大众 帕萨特 2016款 330TSI DSG尊荣版,13.188081
哈弗H9 2017款 2.0T 汽油四驱舒适型 7座,15.434925
大众 帕萨特 2017款 330TSI DSG尊荣版,15.404095
大众 高尔夫 2018款 230TSI 自动豪华型,11.625996
大众 帕萨特 2017款 330TSI DSG尊荣版,16.968695
马自达 昂克赛拉 2017款 三厢 1.5L 手动舒适型 国V,7.0383606
大众 途观 2016款 280TSI 自动两驱丝绸之路舒适版,12.552129
大众 高尔夫 2016款 230TSI 自动豪华型,9.651912
本田CR-V 2013款 2.0L 两驱经典版,10.207232
宝马3系 2019款 320Li 时尚型,26.390402
福特 翼虎 2015款 1.5L GTDi 两驱风尚型,13.517439
大众 朗逸 2015款 1.6L 自动舒适版,7.405846
大众 途观 2012款 1.8TSI 自动两驱菁英版,8.651083
大众CC 2016款 1.8TSI 豪华型,18.178225
大众 速腾 2017款 230TSI 自动舒适型,9.148581
大众POLO 2016款 1.4L 自动风尚型,6.379959
大众 速腾 2018款 280TSI DSG舒适型,11.457002
别克 君威 2015款 1.6T 精英技术型,9.853165
马自达 睿翼 2010款 轿跑 2.0L 自动豪华版,6.4095306
大众POLO 2016款 1.4L 手动风尚型,5.714067
别克 英朗 2016款 15N 自动进取型,7.159253
现代 全新胜达 2013款 改款 2.4L 自动四驱智能型,10.717212
本田 雅阁 2016款 混动 2.0L 锐酷版,14.670955
大众 迈腾 2013款 2.0TSI 至尊型,12.671863
起亚K5 2012款 2.0L 自动DLX,7.2551274
林肯MKC 2019款 2.0T 两驱尊雅版 国V,25.562714
马自达 昂克赛拉 2019款 云控版 三厢 1.5L 自动豪华型 国VI,11.07621
哈弗H6 2017款 红标 运动版 1.5T 手动两驱精英型,5.7162695
宝马3系 2011款 320i双门轿跑车(进口),14.038695
起亚KX5 2016款 1.6T 自动两驱DLX,9.898605
大众 捷达 2015款 质惠版 1.6L 手动时尚型,4.9565973
日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,16.307795
大众CC 2015款 1.8TSI 豪华型,13.867692
大众 速腾 2018款 180TSI DSG臻享版,9.810456
大众POLO 2013款 1.4L 手动风尚版,3.549592
现代 途胜 2009款 2.0L 手动两驱时尚型,6.25128
大众 迈腾 2018款 改款 330TSI DSG 豪华型,17.84664
雪佛兰 乐风 2010款 1.6AT格调版,2.3643427
东风风行 菱智 2019款 M5 1.6L 7座基本型 国VI,6.290293
现代 全新胜达 2017款 2.0T 自动两驱智能型 7座,16.700115
大众 捷达 2019款 梦想版 1.4L 手动时尚型,5.3447967
宝马X1 2018款 sDrive20Li 领先型,20.373615
别克 英朗 2016款 15N 自动精英型,6.748054
丰田 汉兰达 2015款 2.0T 四驱精英版 7座,17.190826
大众 途观 2010款 1.8TSI 自动四驱菁英版,7.98255
日产NV200 2011款 1.6L 232座 尊雅型,3.1050239
福特 蒙迪欧 2013款 2.0L GTDi240豪华运动型,14.256871
大众 途观 2010款 1.8TSI 自动四驱菁英版,7.5026407
雪佛兰 科沃兹 2019款 325T 双离合欣尚版,7.5922084
大众 朗逸 2013款 改款经典 1.6L 手动舒适版,7.7673573
大众 高尔夫 2016款 230TSI 自动舒适型,9.281018
大众 途观 2012款 2.0TSI 自动四驱旗舰版,12.83167
大众 迈腾 2013款 1.8TSI 豪华型,9.788145
大众 捷达 2017款 1.5L 自动时尚型,6.200988
奥迪A4L 2013款 35 TFSI 自动标准型,12.917732
大众 帕萨特 2017款 330TSI DSG尊荣版,16.029894
马自达CX-4 2018款 2.0L 自动两驱蓝天活力版 国V,11.533643
大众 捷达 2015款 质惠版 1.6L 手动时尚型,4.9565973
别克 君威 2017款 28T 尊贵型,16.921614
大众 捷达 2017款 1.5L 自动时尚型,6.200988
大众 途观 2016款 280TSI 自动两驱丝绸之路风尚版,11.844133
宝马3系 2017款 320i M运动型,20.792356
福特 翼虎 2015款 2.0L GTDi 四驱尊贵型,12.656674
吉利 嘉际 2021款 1.8TD DCT舒适型,9.979068
福特 福克斯 2020款 两厢 EcoBoost 180 自动锋潮型,10.464799
大众 高尔夫 2012款 1.4TSI 豪华敞篷版(进口),15.956216
大众POLO 2011款 1.4L 手动致乐版,2.8222084
宝马3系 2018款 330i M运动曜夜版,33.667824
雪佛兰 2015款 赛欧3 1.5L AMT幸福天窗版,4.863188
现代 领动 2016款 1.4T 双离合炫动·活力型,10.630821
大众 高尔夫 2016款 1.6L 自动时尚型,8.66944
大众 速腾 2018款 280TSI DSG熠动版,12.07418
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,23.770067
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,10.430692
大众 速腾 2018款 280TSI DSG熠动版,10.995931
大众CC 2013款 2.0TSI 豪华型,13.357889
马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型,7.583587
大众 途观 2012款 1.8TSI 自动四驱风尚版,8.234641
大众 帕萨特 2017款 330TSI DSG尊荣版,15.35541
大众CC 2013款 2.0TSI 豪华型,13.206038
宝马5系 2014款 525Li 豪华设计套装,25.128717
本田 锋范 2017款 1.5L CVT精英版,5.935196
大众 2019款 宝来·传奇 1.5L 自动时尚型 国VI,9.4284315
大众CC  1.8TSI 豪华型,8.577662
雪佛兰 科鲁兹 2018款 320 自动先锋天窗版,7.9078712
马自达 阿特兹 2014款 2.0L 蓝天豪华版,8.789141
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,9.140531
大众 速腾 2018款 180TSI DSG臻享版,11.464976
吉利 嘉际 2019款 1.8TD 自动悦享型,9.839502
丰田 RAV4 2018款 2.5L 自动四驱精英i版,17.243423
雪佛兰 景程 2012款 1.8 舒适版 AT,3.9378657
大众 速腾 2017款 1.6L 自动舒适型,9.028374
大众 高尔夫 2016款 230TSI 自动舒适型,9.183392
奥迪Q3 2018款 30 TFSI 时尚型典藏版,18.734734
大众 速腾 2011款 1.4TSI 自动技术型,4.5882397
宝马3系GT 2018款 320i 时尚型(进口),30.718374
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,6.5897527
日产 奇骏 2014款 2.0L CVT舒适版 2WD,12.517126
大众CC 2011款 1.8TSI 豪华型,7.98255
大众 迈腾 2019款 280TSI DSG 舒适型 国V,14.184258
奔驰E级 2017款 E 200 L 运动型 4MATIC,35.4241
福特 福克斯 2015款 两厢 1.6L 自动舒适型,8.26663
吉利 帝豪GS 2018款 运动版 1.4T 自动领尚型,7.393812
奔驰B级 2012款 B 200(进口),11.804604
起亚K5 2016款 2.0L 自动GL,10.691242
福特 锐界 2016款 EcoBoost 245 四驱豪锐型 7座,19.047876
奔驰C级 2019款 C 260 运动版,27.056473
本田 缤智 2017款 1.5L CVT两驱舒适型,8.882735
大众 途观 2015款 1.8TSI 自动四驱豪华型,12.638307
大众 途观 2015款 1.8TSI 自动两驱豪华型,13.459424
吉利 远景 2020款 1.5L 手动亚运版,5.2801123
宝马5系 2013款 530i 领先型 旅行版(进口),24.56418
宝马1系 2013款 改款 116i 领先型(进口),8.916825
大众 迈腾 2015款 改款 1.8TSI 豪华型,11.064795
大众 速腾 2018款 280TSI DSG熠动版,11.297322
吉利GX7 2014款 1.8L 手动超值天窗版,4.0155773
起亚K3 2016款 1.6L 自动GLS,6.633259
日产 骐达 2016款 1.6L CVT智行版,8.491173
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,6.1760087
大众 捷达 2017款 1.5L 自动时尚型,6.634793
现代 途胜 2015款 1.6T 双离合两驱智能型,8.722116
奥迪Q3 2018款 30周年年型 30 TFSI 时尚型,19.70378
日产 劲客 2019款 1.5L CVT智联豪华版,11.090145
奥迪A6L 2015款 TFSI 百万纪念智领型,23.36889
现代 全新胜达 2015款 2.0T 自动四驱智能型 5座,12.690034
本田CR-V 2013款 2.0L 两驱经典版,11.143413
马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型,7.405961
大众 2019款 宝来·传奇 1.5L 自动时尚型 国V,8.170371
大众 捷达 2012款 1.6L 前卫,4.445636
丰田 汉兰达 2015款 2.0T 四驱精英版 7座,15.002414
大众 朗逸 2018款 280TSI DSG舒适版 国V,10.335098
奔驰C级 2016款 C 200 L 运动型,19.729033
本田 思域 2019款 220TURBO CVT劲擎版 国VI,12.309232
宝马X1 2012款 sDrive18i 豪华型,10.17564
大众 捷达 2015款 1.4L 手动时尚型,4.005661
哈弗F7x 2019款 1.5T 两驱极智潮玩版,9.824399
本田 杰德 2016款 1.8L 自动舒适精英版 5座,9.308932
奥迪A6L 2018款 35 TFSI 典藏版,28.687077
哈弗H6 2013款 运动版 1.5T 手动两驱精英型,5.249602
大众 途观 2012款 1.8TSI 自动两驱风尚版,9.606543
丰田 雷凌 2019款 双擎 1.8H CVT豪华版 国VI,12.076784
别克 英朗 2016款 15N 自动精英型,6.81651
马自达 睿翼 2012款 2.0L 自动精英版,6.9517527
吉利 博越 2016款 1.8TD 自动智联型,7.65555
雪佛兰 科鲁兹 2017款 1.5L 自动先锋天窗版,6.9539485
起亚 福瑞迪 2012款 1.6L AT Premium 纪念版,4.1449475
本田 思域 2009款 1.8L 自动豪华版,4.3633327
日产 轩逸 2012款 1.6XL CVT豪华版,6.071907
大众 高尔夫 2016款 230TSI 自动舒适型,9.254154
大众 捷达 2015款 1.4L 手动时尚型,4.005661
马自达6 2012款 2.0L 自动时尚型,6.7903056
本田 飞度 2018款 1.5L CVT舒适版,7.1781926
大众CC 2016款 1.8TSI 尊贵型,14.9879265
大众CC 2013款 1.8TSI 豪华型,11.786695
大众 途观 2015款 1.8TSI 自动四驱豪华型,12.774569
奔驰C级 2020款 C 260 运动版,28.168055
现代 名图 2017款 1.8L 自动智能型GLS 国V,9.883257
福特 福克斯 2019款 三厢 EcoBoost 180 自动锋潮型,8.558228
别克 威朗 2019款 三厢 15S 自动进取型,10.76175
大众 速腾 2018款 1.6L 自动舒适型,10.99238
大众 迈腾 2016款 1.8TSI 智享领先型,12.148177
大众 捷达 2013款 1.6L 自动舒适型,4.3812375
大众CC 2010款 2.0TSI 尊贵型,8.418668
本田 杰德 2017款 1.8L 自动舒适版 5座,9.246306
吉利 远景 2017款 1.5L 自动幸福版,3.9317842
大众 速腾 2015款 230TSI 自动舒适型,9.411505
日产 骐达 2016款 1.6L CVT酷动版,7.8114243
大众 速腾 2014款 1.4TSI 手动豪华型,7.3244505
大众CC 2015款 1.8TSI 尊贵型,14.528656
雪佛兰 迈锐宝XL 2018款 530T 自动锐享版,11.238231
奥迪A3 2016款 Sportback 35 TFSI 进取型,11.571981
大众 迈腾 2015款 1.8TSI 豪华型,10.538012
福特 福睿斯 2015款 1.5L 自动时尚型,6.1581087
大众 高尔夫 2011款 1.4TSI 舒适旅行版(进口),8.108762
福特S-MAX 2008款 2.3L 7座旗舰型,7.9060364
本田 艾力绅 2016款 2.4L 豪华版,26.050022
大众 桑塔纳 2016款 1.6L 自动风尚版,6.717144
大众 捷达 2015款 质惠版 1.6L 自动舒适型,5.656644
奥迪A8L 2013款 A8L 45 TFSI quattro豪华型(进口),32.71087
日产 轩逸 2018款 经典 1.6XE 手动舒适版,7.1884003
大众 迈腾 2012款 旅行版 2.0TSI 舒适型(进口),11.395872
大众POLO 2016款 1.4L 手动风尚型,4.1449404
大众 途观 2015款 1.8TSI 自动四驱豪华型,12.427043
大众 途观 2010款 2.0TSI 自动四驱旗舰版,9.120075
本田 歌诗图 2012款 2.4L 尊享版,15.9076185
日产 天籁 2016款 2.0L XL舒适版,13.384728
福特 福克斯 2020款 两厢 EcoBoost 180 自动ST Line,11.914288
别克GL8 2018款 28T 豪华型 国VI,20.633474
别克 君威 2012款 2.0L 舒适版,5.9303246
吉利 嘉际 2019款 1.5TD MHEV DCT耀享型,9.577305
吉利 博越 2016款 1.8TD 自动智慧型,8.691245
起亚 智跑 2014款 2.0L 自动两驱版GLS,9.36432
宝马1系 2018款 118i 运动型,16.972494
大众 帕萨特 2017款 280TSI DSG尊荣版,14.812901
大众 高尔夫 2016款 230TSI 自动舒适型,9.281018
现代 领动 2016款 1.6L 自动智炫·精英型,9.315626
大众CC 2018款 1.8TSI 尊贵型,18.75104
马自达3 2007款 1.6L 自动豪华型,3.6880407
吉利 博越 2016款 1.8TD 自动智联型,7.826134
马自达CX-4 2018款 2.5L 自动四驱蓝天激情版 国VI,15.28605
马自达CX-4 2018款 2.0L 自动两驱蓝天活力版 国V,11.4774475
大众 捷达 2019款 梦想版 1.5L 自动时尚型,7.073148
丰田 YARiS L 致享 2017款 1.5E CVT魅动版,6.7024508
本田 思域 2016款 180TURBO CVT舒适版,8.343257
奔驰C级 2013款 C 260 CGI 优雅型,13.425059
别克 君越 2012款 2.4L SIDI豪雅版,9.128531
福特 福睿斯 2015款 1.5L 自动时尚型,6.8121166
大众 迈腾 2015款 改款 1.8TSI 豪华型,11.064795
大众 迈腾 2018款 改款 330TSI DSG 豪华型,17.845285
大众 帕萨特 2016款 330TSI DSG尊荣版,13.420993
本田 艾力绅 2016款 2.4L 至尊版,25.310043
马自达 阿特兹 2018款 2.5L 蓝天至尊版 国V,17.014053
奥迪A3 2016款 Limousine 35 TFSI 领英型,13.356559
雪佛兰 科鲁兹 2017款 1.5L 自动炫锋版,8.205575
奥迪A6L 2015款 TFSI 百万纪念智领型,22.822935
起亚K3 2017款 1.6L 自动15周年特别版GLS,7.96358
本田 思域 2016款 180TURBO CVT舒适版,8.722252
大众 帕萨特 2016款 330TSI DSG尊荣版,13.420993
大众 途观 2010款 1.8TSI 自动两驱风尚版,11.0041685
起亚K3 2016款 1.6L 手动GL,7.0302515
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V,8.073355
本田 思域 2016款 180TURBO CVT舒适版,8.371665
大众 捷达 2015款 质惠版 1.4L 手动时尚型,4.533541
现代 朗动 2015款 1.6L 自动领先型,6.3803034
日产 骐达 2016款 1.6L CVT智行版,7.7933993
日产 奇骏 2017款 2.0L CVT舒适版 2WD,13.938435
东风风神S30 2014款 1.5L 手动智驱感恩版,2.55351
大众 途观 2017款 300TSI 自动两驱丝绸之路风尚版,16.541262
本田 杰德 2017款 1.8L 自动经典版 5座,8.130164
大众CC 2015款 1.8TSI 尊贵型,12.509073
大众 途观 2015款 1.8TSI 自动四驱豪华型,12.363196
起亚K3 2016款 1.6L 自动天窗版,7.6666656
丰田 凯美瑞 2018款 2.5G 豪华版,16.470276
吉利 帝豪 2017款 三厢百万款 1.5L CVT向上版,5.7199445
雪佛兰 迈锐宝 2016款 2.0L 自动豪华版,9.49501
现代 朗动 2016款 1.6L 自动尊贵型,7.8969803
大众 高尔夫 2012款 1.4TSI 自动舒适型,6.9372206
福特 福睿斯 2017款 幸福版 1.5L 手动时尚型,6.9347944
大众 捷达 2015款 质惠版 1.6L 手动时尚型,4.9565973
现代 途胜 2013款 2.0L 自动两驱舒适型,7.9316916
本田 艾力绅 2016款 2.4L 豪华版,25.217161
本田 飞度 2018款 1.5L CVT潮跑版,6.726895
奔驰GLA级 2016款 GLA 220 4MATIC 豪华型,22.98668
日产 轩逸 2019款 经典 1.6XL CVT豪华版,9.711764
日产 骐达 2008款 1.6L 自动科技型,4.0119505
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,11.957683
大众 朗逸 2017款 230TSI DSG舒适版,10.464633
大众POLO 2016款 1.4L 自动风尚型,6.265958
大众 迈腾 2016款 1.8TSI 智享领先型,12.148177
哈弗F7 2019款 1.5T 两驱i潮 国V,10.45137
本田 艾力绅 2016款 2.4L 至尊版,25.166466
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,6.78443
奥迪A4L 2019款 40 TFSI 时尚型 国VI,26.296162
丰田 凯美瑞 2015款 2.0E 精英版,9.994151
吉利 博越 2020款 1.8TD DCT两驱智联型4G互联版,9.175602
大众 速腾 2014款 改款 1.6L 自动舒适型,7.0649323
吉利 帝豪GS 2018款 运动版 1.4T 自动领尚型,6.450141
吉利 博瑞 2020款 1.5T MHEV 耀享版,11.151336
起亚K2 2017款 三厢 1.4L MT GLS,5.8705497
雪佛兰 科鲁兹 2013款 1.6L SL MT,5.7820888
大众 捷达 2015款 1.4L 手动舒适型,4.9457636
大众 速腾 2012款 1.6L 手动时尚型,4.763846
日产 骐达 2011款 1.6L CVT智能型,5.6003647
大众 捷达 2017款 1.5L 自动舒适型,6.8110156
雪佛兰 科鲁兹 2017款 1.5L 手动先锋版,6.8787637
奥迪A4L 2013款 40 TFSI quattro个性运动型,15.065135
大众CC 2015款 1.8TSI 豪华型,14.035233
大众 帕萨特 2020款 330TSI 豪华版 国VI,19.473087
哈弗H5 2015款 2.0T 手动四驱进取型,5.782038
福特 福克斯 2012款 两厢 1.6L 自动风尚型,6.721008
宝马3系 2017款 320Li M运动型,24.08579
大众 朗逸 2017款 1.6L 手动舒适版,7.3531284
大众 速腾 2015款 230TSI 自动舒适型,9.400466
大众 捷达 2015款 质惠版 1.6L 手动时尚型,4.9565973
大众 途观 2010款 1.8TSI 自动两驱风尚版,11.0041685
雪佛兰 科沃兹 2018款 320 自动欣享天窗版,5.706578
大众 速腾 2014款 1.6L 自动舒适型,6.865901
大众 高尔夫 2012款 1.6 自动舒适型,5.9098587
奥迪A8L 2011款 A8L 3.0 TFSI quattro舒适型(213kW)(进口),20.331007
本田 艾力绅 2016款 2.4L 豪华版,20.211117
大众 途观L 2017款 380TSI 自动四驱豪华版,19.451485
大众 朗逸 2011款 1.6L 自动品雅版,4.135062
别克 君越 2013款 2.4L SIDI领先舒适型,11.808315
大众 高尔夫 2011款 1.4TSI 自动舒适型,6.314247
奥迪Q7 2014款 35 TFSI 运动型(进口),31.061184
大众 速腾 2012款 1.6L 自动舒适型,5.9763756
奥迪A6L 2015款 TFSI 百万纪念智领型,23.670296
大众 迈腾 2018款 280TSI DSG 舒适型,13.481366
奔驰C级 2017款 改款 C 180 L 时尚型,22.50758
日产 逍客 2010款 20X雷 CVT 2WD,5.300548
宝马4系 2016款 420i 设计套装型(进口),27.576876
大众 宝来 2016款 1.6L 自动舒适型,8.128346
大众 速腾 2018款 1.6L 自动舒适型,10.152326
哈弗F7x 2019款 2.0T 两驱极智科技版,10.578997
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V,8.748488
奔驰B级 2015款 B 200 动感型(进口),12.977036
丰田 YARiS L 致享 2017款 1.5E CVT魅动版,6.6929884
丰田 卡罗拉 2016款 双擎 1.8L CVT精英版,10.226138
奔驰GLA级 2016款 GLA 200 动感型,15.995798
福特 锐界 2015款 2.0T GTDi 两驱豪锐型,18.89709
大众 途观L 2019款 330TSI 自动两驱全景舒适版 国VI,18.652803
别克 昂科拉 2013款 1.4T 自动两驱领先型,5.945891
日产 奇骏 2014款 2.0L CVT舒适版 2WD,12.752993
吉利 远景SUV 2019款 1.4T CVT 4G互联豪华型 国VI,7.1074705
本田 INSPIRE 2019款 260TURBO 精悦版 国VI,16.692247
吉利 远景 2019款 升级版 1.5L 手动豪华型 国VI,5.0942106
大众 途安 2013款 1.4T 自动舒适版5座,6.1256785
奔驰CLA级 2017款 改款 CLA 200 动感型(进口),19.273914
现代ix35 2012款 2.0L 自动两驱精英版GLS,6.770264
大众 速腾 2011款 1.4TSI 自动豪华型,5.4649253
哈弗H6 2013款 运动版 1.5T 手动两驱精英型,6.2880244
福特 福睿斯 2015款 1.5L 自动时尚型,6.6659527
大众 迈腾 2020款 330TSI DSG 豪华型,19.489792
哈弗H6 2013款 运动版 1.5T 手动两驱精英型,5.536138
大众 宝来 2012款 1.6L 自动时尚型,4.2131467
日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,16.307795
奥迪A3 2019款 Limousine 35 TFSI 时尚型 国VI,16.699377
大众 宝来 2012款 1.6L 手动时尚型,3.1338441
